LOCATION,SUBURB,Reason Code,Audit Date,full_location,row_index,longitude,latitude,corrected address,extracted_on,inside_victoria_bounds
Stratford-Maffra Road,MAFFRA,C,Apr-18,"Stratford-Maffra Road, MAFFRA",1415,147.0215868,-37.976057,"Stratford-Maffra Rd, Maffra VIC 3860, Australia",2018-August-06,TRUE
Strathallan Road,MACLEOD,B,Apr-18,"Strathallan Road, MACLEOD",1416,145.0755412,-37.7239482,"Strathallan Rd, Macleod VIC 3085, Australia",2018-August-06,TRUE
Strathkellar Road,STRATHKELLAR,AC,May-18,"Strathkellar Road, STRATHKELLAR",1417,142.0934094,-37.7136721,"Strathkellar VIC 3301, Australia",2018-August-06,TRUE
Strzelecki Highway,BERRYS CREEK,A,Apr-18,"Strzelecki Highway, BERRYS CREEK",1418,146.0674143,-38.4067837,"Strzelecki Hwy, Berrys Creek VIC 3953, Australia",2018-August-06,TRUE
Strzelecki Highway,DELBURN,BC,Apr-18,"Strzelecki Highway, DELBURN",1419,146.2291214,-38.3325702,"Strzelecki Hwy, Delburn VIC 3871, Australia",2018-August-06,TRUE
Strzelecki Highway,DRIFFIELD,ABC,Apr-18,"Strzelecki Highway, DRIFFIELD",1420,146.3221587,-38.2757559,"Strzelecki Hwy, Driffield VIC 3840, Australia",2018-August-06,TRUE
Strzelecki Highway,MIRBOO NORTH,A,Apr-18,"Strzelecki Highway, MIRBOO NORTH",1421,146.1326396,-38.3878206,"Strzelecki Hwy, Mirboo North VIC 3871, Australia",2018-August-06,TRUE
Strzelecki Highway,TEN MILE CREEK,ABC,Apr-18,"Strzelecki Highway, TEN MILE CREEK",1422,146.2315447,-38.3322589,"Strzelecki Hwy & Ten Mile Creek Rd, Delburn VIC 3871, Australia",2018-August-06,TRUE
Stud Road,ROWVILLE,ABC,Mar-18,"Stud Road, ROWVILLE",1423,145.2333513,-37.9259671,"Stud Rd, Rowville VIC 3178, Australia",2018-August-06,TRUE
Sturt Highway,CULLULLERAINE,AC,Jun-18,"Sturt Highway, CULLULLERAINE",1424,141.6383818,-34.2764364,"Sturt Hwy, Cullulleraine VIC 3496, Australia",2018-August-06,TRUE
Sturt Highway,KARAWINNA,ABC,Jun-18,"Sturt Highway, KARAWINNA",1425,141.6969418,-34.2765909,"Sturt Hwy & Karawinna N Rd, Werrimull VIC 3496, Australia",2018-August-06,TRUE
Sturt Highway,MERBEIN SOUTH,BC,Jun-18,"Sturt Highway, MERBEIN SOUTH",1426,142.0280791,-34.2156646,"Sturt Hwy, Merbein South VIC 3505, Australia",2018-August-06,TRUE
Sturt Highway,MERINGUR,C,Jun-18,"Sturt Highway, MERINGUR",1427,141.2616898,-34.2747963,"Sturt Hwy, Meringur VIC 3496, Australia",2018-August-06,TRUE
Sturt Highway,MERRINEE,C,Jun-18,"Sturt Highway, MERRINEE",1428,141.846129,-34.2583222,"Sturt Hwy, Merrinee VIC 3494, Australia",2018-August-06,TRUE
Sturt Highway,WARGAN,C,Jun-18,"Sturt Highway, WARGAN",1429,141.8473733,-34.2582315,"Sturt Hwy, Wargan VIC 3505, Australia",2018-August-06,TRUE
Sturt Highway,YARRARA,ABC,Jun-18,"Sturt Highway, YARRARA",1430,141.4255576,-34.2761826,"Sturt Hwy & Yarrara N Rd, Neds Corner VIC 3496, Australia",2018-August-06,TRUE
Sunbury Road,SUNBURY,AC,Dec-17,"Sunbury Road, SUNBURY",1431,144.7607695,-37.5992217,"Sunbury Rd, Sunbury VIC 3429, Australia",2018-August-06,TRUE
Sunraysia Highway,ADDINGTON,ABC,Jul-18,"Sunraysia Highway, ADDINGTON",1432,143.675796,-37.3777929,"Sunraysia Hwy, Addington VIC 3352, Australia",2018-August-06,TRUE
Sunraysia Highway,BIRCHIP,C,Apr-18,"Sunraysia Highway, BIRCHIP",1433,142.9041976,-36.0226423,"Sunraysia Hwy, Birchip VIC 3483, Australia",2018-August-06,TRUE
Sunraysia Highway,BRONZEWING,C,Jun-18,"Sunraysia Highway, BRONZEWING",1434,142.9941396,-36.3801689,"Sunraysia Hwy, Victoria, Australia",2018-August-06,TRUE
Sunraysia Highway,CARAPOOEE,C,Jul-18,"Sunraysia Highway, CARAPOOEE",1435,143.2825437,-36.7010472,"Sunraysia Hwy, Carapooee VIC 3477, Australia",2018-August-06,TRUE
Sunraysia Highway,DONALD,C,Apr-18,"Sunraysia Highway, DONALD",1436,142.9941396,-36.3801689,"Sunraysia Hwy, Victoria, Australia",2018-August-06,TRUE
Sunraysia Highway,GAMA,C,Jul-18,"Sunraysia Highway, GAMA",1437,142.9941396,-36.3801689,"Sunraysia Hwy, Victoria, Australia",2018-August-06,TRUE
Sunraysia Highway,GYPSUM,C,Jun-18,"Sunraysia Highway, GYPSUM",1438,142.9941396,-36.3801689,"Sunraysia Hwy, Victoria, Australia",2018-August-06,TRUE
Sunraysia Highway,LAMPLOUGH,BC,Jul-18,"Sunraysia Highway, LAMPLOUGH",1439,143.5203628,-37.1449479,"Sunraysia Hwy, Lamplough VIC 3352, Australia",2018-August-06,TRUE
Sunraysia Highway,LEARMONTH,BC,Jul-18,"Sunraysia Highway, LEARMONTH",1440,143.7158156,-37.4221475,"Sunraysia Hwy, Learmonth VIC 3352, Australia",2018-August-06,TRUE
Sunraysia Highway,LEXTON,C,Jul-18,"Sunraysia Highway, LEXTON",1441,143.5143807,-37.2434696,"Sunraysia Hwy, Lexton VIC 3352, Australia",2018-August-06,TRUE
Sunraysia Highway,STUART MILL,C,Jul-18,"Sunraysia Highway, STUART MILL",1442,143.2827758,-36.799025,"Sunraysia Hwy, Stuart Mill VIC 3477, Australia",2018-August-06,TRUE
Sunraysia highway,SWANWATER,C,Jul-18,"Sunraysia highway, SWANWATER",1443,143.1142768,-36.5383137,"Sunraysia Hwy, Swanwater VIC 3477, Australia",2018-August-06,TRUE
Sunraysia Highway,TANWOOD,BC,Jul-18,"Sunraysia Highway, TANWOOD",1444,143.3910528,-37.0083813,"Sunraysia Hwy, Tanwood VIC 3478, Australia",2018-August-06,TRUE
Sunshine Avenue,KEILOR DOWNS,AC,Jul-18,"Sunshine Avenue, KEILOR DOWNS",1445,144.807013,-37.7226355,"Sunshine Ave, Keilor Downs VIC 3038, Australia",2018-August-06,TRUE
Surf Coast Highway,MOUNT DUNEED,BC,Apr-18,"Surf Coast Highway, MOUNT DUNEED",1446,144.3320518,-38.2504817,"Surf Coast Hwy, Mount Duneed VIC 3217, Australia",2018-August-06,TRUE
Swansea Road,LILYDALE,ABC,Mar-18,"Swansea Road, LILYDALE",1447,145.3631527,-37.7800271,"Swansea Rd, Lilydale VIC 3140, Australia",2018-August-06,TRUE
Swansea Road,MONTROSE,C,Mar-18,"Swansea Road, MONTROSE",1448,145.3586373,-37.7991214,"Swansea Rd, Montrose VIC 3765, Australia",2018-August-06,TRUE
Sydney Road,CAMPBELLFIELD,AC,Dec-17,"Sydney Road, CAMPBELLFIELD",1449,144.9549084,-37.6659317,"Sydney Rd, Campbellfield VIC 3061, Australia",2018-August-06,TRUE
Sydney Road,CRAIGIEBURN,C,Dec-17,"Sydney Road, CRAIGIEBURN",1450,144.9459861,-37.6101568,"Sydney Rd, Craigieburn VIC 3064, Australia",2018-August-06,TRUE
Sydney Road,FAWKNER,AC,Dec-17,"Sydney Road, FAWKNER",1451,144.960358,-37.7045129,"Sydney Rd, Fawkner VIC 3060, Australia",2018-August-06,TRUE
Taggerty-Thornton Road,THORNTON,C,Apr-18,"Taggerty-Thornton Road, THORNTON",1452,145.7919029,-37.289977,"Taggerty-Thornton Rd, Thornton VIC 3712, Australia",2018-August-06,TRUE
Tannery Lane,MANDURANG (WBI),ACD,Jun-18,"Tannery Lane, MANDURANG (WBI)",1453,144.3110468,-36.8145721,"Tannery Ln, Mandurang VIC 3551, Australia",2018-August-06,TRUE
Tarcombe Road,SEYMOUR,BC,Apr-18,"Tarcombe Road, SEYMOUR",1454,145.1568257,-37.0155991,"Tarcombe Rd, Seymour VIC 3660, Australia",2018-August-06,TRUE
Tarcombe Street,EUROA,C,Apr-18,"Tarcombe Street, EUROA",1455,145.5831553,-36.7461304,"Tarcombe St, Euroa VIC 3666, Australia",2018-August-06,TRUE
Tarneit Road,HOPPERS CROSSING,ABC,Feb-18,"Tarneit Road, HOPPERS CROSSING",1456,144.6667688,-37.8622237,"Tarneit Rd, Hoppers Crossing VIC 3029, Australia",2018-August-06,TRUE
Tatura-Undera Road,GILLIESTON,BC,Apr-18,"Tatura-Undera Road, GILLIESTON",1457,145.2227882,-36.3357152,"Tatura-Undera Rd, Gillieston VIC 3616, Australia",2018-August-06,TRUE
Tatyoon Road,ARARAT,B,Jul-18,"Tatyoon Road, ARARAT",1458,142.9426867,-37.4910913,"Tatyoon Rd, Victoria, Australia",2018-August-06,TRUE
Taylor Street,ASCOT,BC,May-18,"Taylor Street, ASCOT",1459,144.3248698,-36.7098151,"Taylor St, Ascot VIC 3551, Australia",2018-August-06,TRUE
Taylors Road,CAROLINE SPRINGS,ABC,Jul-18,"Taylors Road, CAROLINE SPRINGS",1460,144.7372017,-37.7222077,"Taylors Rd, Caroline Springs VIC 3023, Australia",2018-August-06,TRUE
Taylors Road,PLUMPTON,BC,Jul-18,"Taylors Road, PLUMPTON",1461,144.7195873,-37.719797,"Taylors Rd, Plumpton VIC 3335, Australia",2018-August-06,TRUE
Taylors Road,ST ALBANS,AC,Jul-18,"Taylors Road, ST ALBANS",1462,144.7973828,-37.7280438,"Taylors Rd, St Albans VIC 3021, Australia",2018-August-06,TRUE
Taylors Road,TAYLORS HILL,ABC,Jul-18,"Taylors Road, TAYLORS HILL",1463,144.75144,-37.7240229,"Taylors Rd, Taylors Hill VIC 3037, Australia",2018-August-06,TRUE
Temple Road,BELGRAVE SOUTH,ABC,Mar-18,"Temple Road, BELGRAVE SOUTH",1464,145.3684568,-37.9269533,"Temple Rd, Belgrave South VIC 3160, Australia",2018-August-06,TRUE
Templeton Street,WANTIRNA,ABC,Jan-18,"Templeton Street, WANTIRNA",1465,145.2265053,-37.8616192,"Templeton St, Wantirna VIC 3152, Australia",2018-August-06,TRUE
Terama Crescent,BAYSWATER,BC,Jan-18,"Terama Crescent, BAYSWATER",1466,145.2559824,-37.8511396,"Terama Cres, Bayswater VIC 3153, Australia",2018-August-06,TRUE
Thacker Street,OCEAN GROVE,BC,Apr-18,"Thacker Street, OCEAN GROVE",1467,144.5188253,-38.2555873,"Thacker St, Ocean Grove VIC 3226, Australia",2018-August-06,TRUE
The Avenue,SPOTSWOOD,C,Feb-18,"The Avenue, SPOTSWOOD",1468,144.8765574,-37.8267385,"The Avenue, Spotswood VIC 3015, Australia",2018-August-06,TRUE
The Avenue,SUNBURY,C,Dec-17,"The Avenue, SUNBURY",1469,144.7274965,-37.590355,"The Avenue, Sunbury VIC 3429, Australia",2018-August-06,TRUE
The Avenue of Honour,BACCHUS MARSH,BC,Apr-18,"The Avenue of Honour, BACCHUS MARSH",1470,144.4540425,-37.6783025,"276 The Ave Of Honour, Bacchus Marsh VIC 3340, Australia",2018-August-06,TRUE
The Boulevard,SHEPPARTON,BC,Apr-18,"The Boulevard, SHEPPARTON",1471,145.3848681,-36.3647525,"The Blvd, Shepparton VIC 3630, Australia",2018-August-06,TRUE
The Esplanade,TORQUAY,BC,Apr-18,"The Esplanade, TORQUAY",1472,144.3493,-38.3161921,"The Esplanade, Torquay VIC 3228, Australia",2018-August-06,TRUE
The Eyrie,EAGLEMONT,B,Apr-18,"The Eyrie, EAGLEMONT",1473,145.0601066,-37.7656003,"The Eyrie, Eaglemont VIC 3084, Australia",2018-August-06,TRUE
The Great Eastern Way,SOUTH MORANG,BC,Apr-18,"The Great Eastern Way, SOUTH MORANG",1474,145.076533,-37.6386958,"The Great Eastern Way, South Morang VIC 3752, Australia",2018-August-06,TRUE
The Lakes Boulevard,SOUTH MORANG,BC,Apr-18,"The Lakes Boulevard, SOUTH MORANG",1475,145.0795937,-37.6290557,"The Lakes Blvd, South Morang VIC 3752, Australia",2018-August-06,TRUE
Thomas Street,BRIGHTON EAST,AC,Jun-18,"Thomas Street, BRIGHTON EAST",1476,145.0241085,-37.911399,"Thomas St, Brighton East VIC 3187, Australia",2018-August-06,TRUE
Thompson Road,NORLANE,BC,Apr-18,"Thompson Road, NORLANE",1477,144.3464305,-38.0951551,"Thompson Rd, Norlane VIC 3214, Australia",2018-August-06,TRUE
Thompson Road,NORTH GEELONG,BC,Apr-18,"Thompson Road, NORTH GEELONG",1478,144.3445099,-38.10495,"Thompson Rd, Victoria, Australia",2018-August-06,TRUE
Thompsons Road,CRANBOURNE,BC,Jul-18,"Thompsons Road, CRANBOURNE",1479,145.2784199,-38.0826025,"Thompsons Rd, Cranbourne VIC 3977, Australia",2018-August-06,TRUE
Tinks Road,NARRE WARREN,B,Jul-18,"Tinks Road, NARRE WARREN",1480,145.2917684,-38.0081818,"Tinks Rd, Narre Warren VIC 3805, Australia",2018-August-06,TRUE
Tobin Street,ARARAT,BC,Jul-18,"Tobin Street, ARARAT",1481,142.9218234,-37.290222,"Tobin St, Ararat VIC 3377, Australia",2018-August-06,TRUE
Tomahawk Creek Road,IRREWILLIPE,BC,Apr-18,"Tomahawk Creek Road, IRREWILLIPE",1482,143.4212922,-38.4602294,"Tomahawk Creek Rd, Irrewillipe VIC 3249, Australia",2018-August-06,TRUE
Tomahawk Creek Road,PIRRON YALLOCK,ABC,Apr-18,"Tomahawk Creek Road, PIRRON YALLOCK",1483,143.4212922,-38.4602294,"Tomahawk Creek Rd, Irrewillipe VIC 3249, Australia",2018-August-06,TRUE
Toolamba road,MOOROOPNA,BC,Apr-18,"Toolamba road, MOOROOPNA",1484,145.3417291,-36.4203068,"Toolamba Rd, Mooroopna VIC 3629, Australia",2018-August-06,TRUE
Toomuc Valley Road,PAKENHAM,BC,May-18,"Toomuc Valley Road, PAKENHAM",1485,145.4631895,-38.0394448,"Toomuc Valley Rd, Pakenham VIC 3810, Australia",2018-August-06,TRUE
Toorak Road,TOORAK,ABC,Jul-18,"Toorak Road, TOORAK",1486,145.017434,-37.8420792,"Toorak Rd, Toorak VIC 3142, Australia",2018-August-06,TRUE
Tooronga Road,MALVERN EAST,C,Jul-18,"Tooronga Road, MALVERN EAST",1487,145.0392128,-37.8687376,"Tooronga Rd, Malvern East VIC 3145, Australia",2018-August-06,TRUE
Torbay Street,MACLEOD,AC,Apr-18,"Torbay Street, MACLEOD",1488,145.0764367,-37.7210137,"Torbay St, Macleod VIC 3085, Australia",2018-August-06,TRUE
Traralgon Creek Road,TRARALGON SOUTH,ABC,Apr-18,"Traralgon Creek Road, TRARALGON SOUTH",1489,146.5417739,-38.2871478,"Traralgon Creek Rd, Traralgon South VIC 3844, Australia",2018-August-06,TRUE
Traralgon West Road,MARYVALE,AC,Apr-18,"Traralgon West Road, MARYVALE",1490,146.4655066,-38.1872521,"Traralgon W Rd, Maryvale VIC 3840, Australia",2018-August-06,TRUE
Traralgon-Maffra Road,COWWARR,C,Apr-18,"Traralgon-Maffra Road, COWWARR",1491,146.7260397,-38.0190539,"Traralgon-Maffra Rd, Cowwarr VIC 3857, Australia",2018-August-06,TRUE
Traralgon-Maffra Road,DENISON,C,Apr-18,"Traralgon-Maffra Road, DENISON",1492,146.7723517,-38.0155069,"Traralgon-Maffra Rd, Denison VIC 3858, Australia",2018-August-06,TRUE
Traralgon-Maffra Road,GLENGARRY,ABC,Apr-18,"Traralgon-Maffra Road, GLENGARRY",1493,146.5751084,-38.1196465,"Traralgon-Maffra Rd, Glengarry VIC 3854, Australia",2018-August-06,TRUE
Traralgon-Maffra Road,GLENGARRY NORTH,ABC,Apr-18,"Traralgon-Maffra Road, GLENGARRY NORTH",1494,146.5971716,-38.0966907,"Traralgon-Maffra Rd, Glengarry North VIC 3854, Australia",2018-August-06,TRUE
Traralgon-Maffra Road,MAFFRA,C,Apr-18,"Traralgon-Maffra Road, MAFFRA",1495,146.9535682,-37.9698101,"Traralgon-Maffra Rd, Maffra VIC 3860, Australia",2018-August-06,TRUE
Traralgon-Maffra Road,TINAMBA,C,Apr-18,"Traralgon-Maffra Road, TINAMBA",1496,146.8890082,-37.9767304,"Traralgon-Maffra Rd, Tinamba VIC 3859, Australia",2018-August-06,TRUE
Traralgon-Maffra Road,TOONGABBIE,AC,Apr-18,"Traralgon-Maffra Road, TOONGABBIE",1497,146.6665565,-38.0370249,"Traralgon-Maffra Rd, Victoria, Australia",2018-August-06,TRUE
Trentham Road,TYLDEN,C,Apr-18,"Trentham Road, TYLDEN",1498,144.415143,-37.3037188,"Trentham Rd, Tylden VIC 3444, Australia",2018-August-06,TRUE
Truemans Road,TOOTGAROOK,C,May-18,"Truemans Road, TOOTGAROOK",1499,144.8583243,-38.3778866,"Truemans Rd, Tootgarook VIC 3941, Australia",2018-August-06,TRUE
Tucker Road,BENTLEIGH,A,Jun-18,"Tucker Road, BENTLEIGH",1500,145.0505379,-37.9223387,"Tucker Rd, Bentleigh VIC 3204, Australia",2018-August-06,TRUE
Tuckfield Street,OCEAN GROVE,BC,Apr-18,"Tuckfield Street, OCEAN GROVE",1501,144.5343548,-38.2634122,"Tuckfield St, Ocean Grove VIC 3226, Australia",2018-August-06,TRUE
Tulip Street,BLACK ROCK,C,Jun-18,"Tulip Street, BLACK ROCK",1502,145.0278553,-37.9631776,"Tulip St, Black Rock VIC 3193, Australia",2018-August-06,TRUE
Tullamarine Freeway,GLADSTONE PARK,AC,Dec-17,"Tullamarine Freeway, GLADSTONE PARK",1503,144.8877214,-37.6976392,"Tullamarine Fwy, Gladstone Park VIC 3043, Australia",2018-August-06,TRUE
Turramurra Drive,ROWVILLE,ABC,Feb-18,"Turramurra Drive, ROWVILLE",1504,145.2413966,-37.9254755,"Turramurra Dr, Rowville VIC 3178, Australia",2018-August-06,TRUE
Twentieth Street,CARDROSS,C,Jun-18,"Twentieth Street, CARDROSS",1505,142.1354987,-34.2912943,"Twentieth St, Cardross VIC 3496, Australia",2018-August-06,TRUE
Twentieth Street,KOORLONG,C,Jun-18,"Twentieth Street, KOORLONG",1506,142.111507,-34.2766945,"Twentieth St, Victoria, Australia",2018-August-06,TRUE
Twyford Road,CLYDE,B,Jul-18,"Twyford Road, CLYDE",1507,145.3295873,-38.1306749,"Twyford Rd, Clyde VIC 3978, Australia",2018-August-06,TRUE
Tyabb-Tooradin Road,PEARCEDALE,B,Jul-18,"Tyabb-Tooradin Road, PEARCEDALE",1508,145.2472653,-38.2142859,"Tyabb-Tooradin Rd, Pearcedale VIC 3912, Australia",2018-August-06,TRUE
Tyers Road,TRARALGON,BC,Apr-18,"Tyers Road, TRARALGON",1509,146.4962584,-38.1733332,"Tyers Rd, Traralgon VIC 3844, Australia",2018-August-06,TRUE
Tylden-Woodend Road,TYLDEN,C,Apr-18,"Tylden-Woodend Road, TYLDEN",1510,144.4331536,-37.3356356,"Tylden-Woodend Rd, Tylden VIC 3444, Australia",2018-August-06,TRUE
U T Creek Road,ALEXANDRA,B,Apr-18,"U T Creek Road, ALEXANDRA",1511,145.7700814,-37.1958831,"U T Creek Rd, Alexandra VIC 3714, Australia",2018-August-06,TRUE
Union Road,BALWYN,C,Apr-18,"Union Road, BALWYN",1512,145.0999748,-37.8120141,"Union Rd, Balwyn VIC 3103, Australia",2018-August-06,TRUE
Union Road,SURREY HILLS (ECL),BCD,May-18,"Union Road, SURREY HILLS (ECL)",1513,145.0976271,-37.8239172,"Union Rd, Surrey Hills VIC 3127, Australia",2018-August-06,TRUE
Union Street,BRIGHTON EAST,B,Jun-18,"Union Street, BRIGHTON EAST",1514,145.0174487,-37.9085877,"Union St, Brighton East VIC 3187, Australia",2018-August-06,TRUE
Upper Heidelberg Road,IVANHOE,B,Apr-18,"Upper Heidelberg Road, IVANHOE",1515,145.0476926,-37.7634258,"Upper Heidelberg Rd, Ivanhoe VIC 3079, Australia",2018-August-06,TRUE
UT Creek Road,EILDON,B,Apr-18,"UT Creek Road, EILDON",1516,145.7798991,-37.1947733,"U T Creek Rd, Victoria 3714, Australia",2018-August-06,TRUE
Valley Drive,WALLAN,BC,Apr-18,"Valley Drive, WALLAN",1517,145.0001898,-37.4018108,"Valley Dr, Wallan VIC 3756, Australia",2018-August-06,TRUE
Ventnor Road,VENTNOR,C,Apr-18,"Ventnor Road, VENTNOR",1518,145.1818766,-38.4770599,"Ventnor Rd, Ventnor VIC 3922, Australia",2018-August-06,TRUE
Victoria Street,ALTONA MEADOWS,C,Feb-18,"Victoria Street, ALTONA MEADOWS",1519,144.7857719,-37.8777731,"Victoria St, Altona Meadows VIC 3028, Australia",2018-August-06,TRUE
Victoria Street,BRUNSWICK,ABC,Dec-17,"Victoria Street, BRUNSWICK",1520,144.9635109,-37.7671795,"Victoria St, Brunswick VIC 3056, Australia",2018-August-06,TRUE
Victoria Street,HAMILTON,C,May-18,"Victoria Street, HAMILTON",1521,142.02475,-37.7333986,"Victoria St, Hamilton VIC 3300, Australia",2018-August-06,TRUE
Victoria Street,NHILL,C,Jul-18,"Victoria Street, NHILL",1522,141.6469393,-36.3361044,"Victoria St, Nhill VIC 3418, Australia",2018-August-06,TRUE
Victoria Street,WILLIAMSTOWN,C,Feb-18,"Victoria Street, WILLIAMSTOWN",1523,144.8885531,-37.862707,"Victoria St, Williamstown VIC 3016, Australia",2018-August-06,TRUE
View Street,ST ALBANS,C,Jul-18,"View Street, ST ALBANS",1524,144.8045494,-37.7410437,"View St, St Albans VIC 3021, Australia",2018-August-06,TRUE
Vincent Avenue,ST ALBANS,C,Jul-18,"Vincent Avenue, ST ALBANS",1525,144.8093176,-37.7416006,"Vincent Ave, St Albans VIC 3021, Australia",2018-August-06,TRUE
Vineyard Road,SUNBURY,ABC,Dec-17,"Vineyard Road, SUNBURY",1526,144.7122809,-37.6057082,"Vineyard Rd, Sunbury VIC 3429, Australia",2018-August-06,TRUE
Wahring-Murchison East Road,MURCHISON EAST,C,Apr-18,"Wahring-Murchison East Road, MURCHISON EAST",1527,145.240314,-36.6346729,"Wahring-Murchison E Rd, Murchison East VIC 3610, Australia",2018-August-06,TRUE
Waiora Road,HEIDELBERG HEIGHTS,C,Apr-18,"Waiora Road, HEIDELBERG HEIGHTS",1528,145.0597566,-37.7361894,"Waiora Rd, Heidelberg Heights VIC 3081, Australia",2018-August-06,TRUE
Wallan Road,GLENVALE,C,Apr-18,"Wallan Road, GLENVALE",1529,144.9638997,-37.4081337,"Wallan VIC 3756, Australia",2018-August-06,TRUE
Walnut Avenue,MILDURA,C,Jun-18,"Walnut Avenue, MILDURA",1530,142.1186732,-34.2130312,"Walnut Ave, Mildura VIC 3500, Australia",2018-August-06,TRUE
Walnut Avenue,MILDURA SOUTH,C,Jun-18,"Walnut Avenue, MILDURA SOUTH",1531,142.1186732,-34.2130312,"Walnut Ave, Mildura VIC 3500, Australia",2018-August-06,TRUE
Wanda Street,MULGRAVE,C,May-18,"Wanda Street, MULGRAVE",1532,145.1672224,-37.9267886,"Wanda St, Mulgrave VIC 3170, Australia",2018-August-06,TRUE
Wangandary Road,WANGARATTA,BC,Apr-18,"Wangandary Road, WANGARATTA",1533,146.2787065,-36.3345983,"Wangandary Rd, Wangaratta VIC 3677, Australia",2018-August-06,TRUE
Wangaratta Road,WANGARATTA,ABC,Apr-18,"Wangaratta Road, WANGARATTA",1534,146.299639,-36.3459598,"54/58 Williams Rd, Wangaratta VIC 3677, Australia",2018-August-06,TRUE
Wangaratta Whitfield Road,KING VALLEY,C,Apr-18,"Wangaratta Whitfield Road, KING VALLEY",1535,146.4186534,-36.6961455,"Wangaratta-Whitfield Rd, King Valley VIC 3678, Australia",2018-August-06,TRUE
Wangaratta-Yarrawonga Road,KILLAWARRA,ABC,Apr-18,"Wangaratta-Yarrawonga Road, KILLAWARRA",1536,146.2475017,-36.2520878,"Wangaratta-Yarrawonga Rd, Killawarra VIC 3678, Australia",2018-August-06,TRUE
Wangaratta-Yarrawonga Road,PEECHELBA,BC,Apr-18,"Wangaratta-Yarrawonga Road, PEECHELBA",1537,146.2209299,-36.1684951,"Wangaratta-Yarrawonga Rd, Peechelba VIC 3678, Australia",2018-August-06,TRUE
Wangaratta-Yarrawonga Road,WALDARA,ABC,Apr-18,"Wangaratta-Yarrawonga Road, WALDARA",1538,146.2849106,-36.3202405,"Wangaratta-Yarrawonga Rd, Waldara VIC 3678, Australia",2018-August-06,TRUE
Wangoom Road,WARRNAMBOOL,C,Apr-18,"Wangoom Road, WARRNAMBOOL",1539,142.5300603,-38.3559774,"Wangoom Rd, Warrnambool VIC 3280, Australia",2018-August-06,TRUE
Wantirna Road,RINGWOOD,AC,Jan-18,"Wantirna Road, RINGWOOD",1540,145.2271804,-37.8279488,"Wantirna Rd, Ringwood VIC 3134, Australia",2018-August-06,TRUE
Warburton Highway,LILYDALE,ABC,Mar-18,"Warburton Highway, LILYDALE",1541,145.3927428,-37.7596789,"Warburton Hwy, Lilydale VIC 3140, Australia",2018-August-06,TRUE
Warburton Highway,WESBURN,ABC,Mar-18,"Warburton Highway, WESBURN",1542,145.6464762,-37.7689587,"Warburton Hwy, Wesburn VIC 3799, Australia",2018-August-06,TRUE
Warburton Highway,WOORI YALLOCK,AC,Mar-18,"Warburton Highway, WOORI YALLOCK",1543,145.5409433,-37.7821921,"Warburton Hwy, Woori Yallock VIC 3139, Australia",2018-August-06,TRUE
Warneet Road,BLIND BIGHT,B,Jul-18,"Warneet Road, BLIND BIGHT",1544,145.3367728,-38.2118287,"Warneet Rd, Blind Bight VIC 3980, Australia",2018-August-06,TRUE
Warneet Road,WARNEET,B,Jul-18,"Warneet Road, WARNEET",1545,145.3228426,-38.2189528,"Warneet Rd, Warneet VIC 3980, Australia",2018-August-06,TRUE
Warragul-Korumburra Road,WARRAGUL SOUTH,ABC,Apr-18,"Warragul-Korumburra Road, WARRAGUL SOUTH",1546,145.9190599,-38.2115654,"Korumburra-Warragul Rd, Warragul South VIC 3821, Australia",2018-August-06,TRUE
Warrandyte Road,LANGWARRIN,ABC,May-18,"Warrandyte Road, LANGWARRIN",1547,145.1878975,-38.1686135,"Warrandyte Rd, Langwarrin VIC 3910, Australia",2018-August-06,TRUE
Warrandyte Road,LANGWARRIN SOUTH,BC,May-18,"Warrandyte Road, LANGWARRIN SOUTH",1548,145.1840129,-38.1877824,"Warrandyte Rd, Langwarrin South VIC 3910, Australia",2018-August-06,TRUE
Warrandyte Road,RINGWOOD NORTH,ABC,Jan-18,"Warrandyte Road, RINGWOOD NORTH",1549,145.2346871,-37.7995147,"Warrandyte Rd, Ringwood North VIC 3134, Australia",2018-August-06,TRUE
Warrigal Road,BENTLEIGH EAST,C,Jun-18,"Warrigal Road, BENTLEIGH EAST",1550,145.0827837,-37.9224439,"Warrigal Rd, Bentleigh East VIC 3165, Australia",2018-August-06,TRUE
Warrigal Road,BURWOOD,C,May-18,"Warrigal Road, BURWOOD",1551,145.0960114,-37.8481488,"Warrigal Rd, Burwood VIC 3125, Australia",2018-August-06,TRUE
Waterview Drive,MERNDA,BC,Apr-18,"Waterview Drive, MERNDA",1552,145.0864609,-37.6117559,"Waterview Dr, Mernda VIC 3754, Australia",2018-August-06,TRUE
Wattle Glen-Kangaroo Ground Road,KANGAROO GROUND,AC,Apr-18,"Wattle Glen-Kangaroo Ground Road, KANGAROO GROUND",1553,145.1997541,-37.6748238,"Kangaroo Ground-Wattle Glen Rd, Victoria, Australia",2018-August-06,TRUE
Wattle Road,MAIDSTONE,C,Feb-18,"Wattle Road, MAIDSTONE",1554,144.8804076,-37.7773773,"Wattle Rd, Maidstone VIC 3012, Australia",2018-August-06,TRUE
